wb	cap	txns	queries	lat-avg	lat-95
1552.15	24836.20	27.17
1538.80	24624.24	27.66
1558.00	24928.84	27.17
1554.06	24866.54	27.17
1546.53	24746.82	27.66
1547.09	24747.89	27.17
1580.91	25292.00	27.17
